"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
"Krzysiek","Idzik","6abdccf54929ab26927437ae6c537039","^ZgfTp&6N|'o`pf2qlY@8aVuTo.{},:/=oHQ_rV`oT3c$c86xc","k.idzik@web-ir.pl","1","4","1","2002-09-24-06:00","aaa"
